order_id,order_date,dispatch_date,delivery_date,seller_id,product_category,price,quantity,warehouse_zone,customer_rating,review_text,sentiment_score,return_flag,complaint_code,delivery_method,customer_region,sentiment_label,delivery_delay,review_length,duplicate_review,suspicious_review,return_rate,average_rating,complaint_rate,avg_delay,seller_risk_score
O00200,2025-04-30,2025-05-03,2025-05-04,S020,Toys,268.02,1.0,Kumasi,5.0,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,Ashanti,Negative,1,46,True,True,0.0,3.75,1.0,4.05,0.4013068181818181
O00201,2025-04-24,2025-04-26,2025-05-03,S029,Electronics,209.91,1.0,Kano,2.0,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Standard,North Central,Positive,7,50,True,True,0.0,3.2222222222222223,1.0,4.166666666666667,0.4175378787878788
O00202,2025-06-11,2025-06-15,2025-06-17,S015,Health,301.57,1.0,Accra,5.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Volta,Negative,2,42,True,True,0.0,3.823529411764706,1.0,4.176470588235294,0.3995320855614973
O00203,2025-05-14,2025-05-15,2025-05-17,S023,Electronics,282.79,4.0,Kumasi,3.0,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,South West,Negative,2,37,True,True,0.0,3.2941176470588234,1.0,5.352941176470588,0.4194251336898395
O00204,2025-05-11,2025-05-13,2025-05-16,S005,Toys,363.91,4.0,Kano,5.0,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,North Central,Negative,3,36,True,True,0.037037037037037035,3.3333333333333335,1.0,5.222222222222222,0.43076599326599324
O00205,2025-06-10,2025-06-11,2025-06-17,S002,Electronics,79.13,2.0,Kumasi,4.0,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,Ashanti,Negative,6,36,True,True,0.0,3.6666666666666665,1.0,4.0476190476190474,0.4037987012987013
O00206,2025-05-03,2025-05-05,2025-05-07,S043,Groceries,370.59,1.0,Kano,4.0,Item arrived in perfect condition and works well.,1.0,No,No Complaint,Pickup,Ashanti,Positive,2,49,True,True,0.0,3.9444444444444446,1.0,3.7222222222222223,0.3943560606060606
O00207,2025-05-27,2025-05-27,2025-05-31,S007,Electronics,216.5,2.0,Kumasi,3.0,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,South West,Positive,4,34,True,True,0.0,3.65,1.0,5.6,0.40959090909090906
O00208,2025-05-25,2025-05-27,2025-06-02,S036,Home & Living,137.12,2.0,Accra,1.0,Superb service and product. Will buy again.,1.0,No,No Complaint,Express,Greater Accra,Positive,6,43,True,True,0.11764705882352941,3.7058823529411766,1.0,4.764705882352941,0.4462433155080214
O00209,2025-04-19,2025-04-19,2025-04-20,S014,Electronics,179.14,4.0,Accra,5.0,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,Greater Accra,Negative,1,46,True,True,0.04,3.48,1.0,3.2,0.42050909090909094
O00210,2025-05-13,2025-05-16,2025-05-23,S019,Toys,117.56,2.0,Lagos,2.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,Greater Accra,Positive,7,57,True,True,0.045454545454545456,3.272727272727273,1.0,5.909090909090909,0.4378719008264463
O00211,2025-06-12,2025-06-12,2025-06-13,S045,Fashion,492.83,3.0,Kano,1.0,Low quality. Would not recommend at all.,0.0,No,No Complaint,Pickup,North Central,Neutral,1,40,True,True,0.0,3.4545454545454546,1.0,5.454545454545454,0.4149586776859504
O00212,2025-05-04,2025-05-04,2025-05-10,S016,Health,275.4,1.0,Kano,3.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,North Central,Positive,6,57,True,True,0.041666666666666664,3.0416666666666665,1.0,4.666666666666667,0.43924242424242427
O00213,2025-05-09,2025-05-12,2025-05-21,S037,Health,326.08,2.0,Kumas,4.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,South West,Positive,9,57,True,True,0.0,3.8260869565217392,1.0,4.608695652173913,0.4009288537549407
O00214,2025-05-14,2025-05-18,2025-05-23,S004,Electronics,94.12,3.0,Kano,5.0,"Just received it, will see how it performs over time.",0.0,No,No Complaint,Pickup,North Central,Neutral,5,53,True,True,0.07692307692307693,3.6923076923076925,1.0,2.8461538461538463,0.42585664335664336
O00215,2025-04-19,2025-04-19,2025-04-24,S038,Toys,67.7,4.0,Lagos,1.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South West,Negative,5,42,True,True,0.0,3.5,1.0,4.333333333333333,0.40977272727272723
O00216,2025-06-17,2025-06-21,2025-06-30,S013,Fashion,253.76,4.0,Kano,2.0,Fake product and horrible packaging.,-0.75,No,No Complaint,Pickup,North Central,Negative,9,36,True,True,0.05,3.5,1.0,5.0,0.4295454545454545
O00217,2025-04-28,2025-04-29,2025-05-07,S019,Groceries,140.58,3.0,Kano,4.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,North Central,Positive,8,57,True,True,0.045454545454545456,3.272727272727273,1.0,5.909090909090909,0.4378719008264463
O00218,2025-05-30,2025-05-31,2025-06-04,S042,Home & Living,290.91,1.0,Kumasi,3.0,Low quality. Would not recommend at all.,0.0,No,No Complaint,Standard,Volta,Neutral,4,40,True,True,0.0,3.238095238095238,1.0,4.333333333333333,0.4176298701298701
O00219,2025-06-21,2025-06-22,2025-06-27,S043,Toys,264.27,4.0,Accra,4.0,Low quality. Would not recommend at all.,0.0,No,No Complaint,Pickup,Ashanti,Neutral,5,40,True,True,0.0,3.9444444444444446,1.0,3.7222222222222223,0.3943560606060606
O00220,2025-06-07,2025-06-09,2025-06-18,S016,Electronics,50.57,4.0,Kumasi,1.0,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Standard,Greater Accra,Negative,9,45,True,True,0.041666666666666664,3.0416666666666665,1.0,4.666666666666667,0.43924242424242427
O00221,2025-06-06,2025-06-06,2025-06-12,S026,Health,224.22,4.0,Lag,4.0,Low quality. Would not recommend at all.,0.0,No,No Complaint,Pickup,North Central,Neutral,6,40,True,True,0.0,3.4705882352941178,1.0,4.529411764705882,0.4113235294117647
O00222,2025-04-23,2025-04-27,2025-05-04,S026,Groceries,475.16,3.0,Lagos,3.0,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South West,Negative,7,36,True,True,0.0,3.4705882352941178,1.0,4.529411764705882,0.4113235294117647
O00223,2025-06-01,2025-06-03,2025-06-05,S047,Electronics,25.28,4.0,Kano,5.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Standard,South East,Positive,2,57,True,True,0.0,3.4,1.0,3.7333333333333334,0.4107272727272727
O00224,2025-06-14,2025-06-18,2025-06-19,S014,Home & Living,424.74,3.0,Unknown,4.0,Low quality. Would not recommend at all.,0.0,No,No Complaint,Express,Volta,Neutral,1,40,True,True,0.04,3.48,1.0,3.2,0.42050909090909094
O00225,2025-04-19,2025-04-19,2025-04-26,S003,Groceries,242.38,1.0,Kumasi,4.0,"Met my expectations, nothing more.",0.5,No,No Complaint,Pickup,Ashanti,Positive,7,34,True,True,0.0,3.4210526315789473,1.0,4.684210526315789,0.4133373205741626
O00226,2025-06-24,2025-06-25,2025-07-03,S016,Health,252.79,3.0,Lagos,3.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,Ashanti,Negative,8,42,True,True,0.041666666666666664,3.0416666666666665,1.0,4.666666666666667,0.43924242424242427
O00227,2025-04-15,2025-04-18,2025-04-20,S045,Health,411.36,1.0,Lagos,3.0,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,South East,Negative,2,40,True,True,0.0,3.4545454545454546,1.0,5.454545454545454,0.4149586776859504
O00228,2025-06-01,2025-06-05,2025-06-05,S006,Electronics,299.21,3.0,Kano,2.0,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,North Central,Positive,0,57,True,True,0.0,3.4761904761904763,1.0,7.571428571428571,0.42152597402597397
O00229,2025-05-16,2025-05-19,2025-05-26,S050,Fashion,228.54,3.0,Kumasi,4.0,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Express,South East,Positive,7,57,True,True,0.0,4.181818181818182,1.0,4.681818181818182,0.3905061983471074
O00230,2025-04-22,2025-04-26,2025-05-01,S018,Groceries,323.09,1.0,Kumasi,4.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Ashanti,Negative,5,42,True,True,0.05,3.2,1.0,3.0,0.43172727272727274
O00231,2025-06-05,2025-06-05,2025-06-14,S049,Fashion,490.48,2.0,Accra,1.0,Item arrived in perfect condition and works well.,1.0,No,No Complaint,Pickup,Ashanti,Positive,9,49,True,True,0.0,3.3666666666666667,1.0,4.733333333333333,0.4151363636363636
O00232,2025-06-22,2025-06-22,2025-06-28,S049,Health,31.64,4.0,Accra,4.0,"Just received it, will see how it performs over time.",0.0,No,No Complaint,Pickup,Greater Accra,Neutral,6,53,True,True,0.0,3.3666666666666667,1.0,4.733333333333333,0.4151363636363636
O00233,2025-04-19,2025-04-23,2025-04-29,S049,Fashion,241.87,3.0,Kumas,3.0,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,South West,Negative,6,37,True,True,0.0,3.3666666666666667,1.0,4.733333333333333,0.4151363636363636
O00234,2025-06-13,2025-06-15,2025-06-21,S010,Toys,462.95,2.0,Lagos,4.0,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,Greater Accra,Negative,6,37,True,True,0.0,3.4482758620689653,1.0,5.9655172413793105,0.41688871473354233
O00235,2025-04-24,2025-04-26,2025-04-27,S039,Electronics,375.08,4.0,Accra,4.0,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,South West,Negative,1,46,True,True,0.13333333333333333,3.1333333333333333,1.0,3.3333333333333335,0.46403030303030296
O00236,2025-05-01,2025-05-03,2025-05-04,S004,Groceries,325.83,2.0,Accra,5.0,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,Greater Accra,Negative,1,36,True,True,0.07692307692307693,3.6923076923076925,1.0,2.8461538461538463,0.42585664335664336
O00237,2025-04-18,2025-04-21,2025-04-27,S005,Home & Living,269.83,2.0,Kano,3.0,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Standard,North Central,Negative,6,45,True,True,0.037037037037037035,3.3333333333333335,1.0,5.222222222222222,0.43076599326599324
O00238,2025-04-19,2025-04-19,2025-04-20,S002,Health,274.35,1.0,Accra,4.0,No review,0.458333333,No,No Complaint,Express,South East,Positive,1,9,True,True,0.0,3.6666666666666665,1.0,4.0476190476190474,0.4037987012987013
O00239,2025-04-20,2025-04-21,2025-04-27,S006,Health,219.14,4.0,Accra,4.0,"Met my expectations, nothing more.",0.5,No,No Complaint,Express,South East,Positive,6,34,True,True,0.0,3.4761904761904763,1.0,7.571428571428571,0.42152597402597397
O00240,2025-05-05,2025-05-09,2025-05-10,S017,Home & Living,495.27,3.0,Kano,5.0,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Pickup,Ashanti,Positive,1,52,True,True,0.0,3.7907251165260485,1.0,4.705882352941177,0.4023210272528816
O00241,2025-05-25,2025-05-28,2025-05-28,S030,Home & Living,401.4,3.0,Kumasi,3.0,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Express,South East,Positive,0,57,True,True,0.04,3.24,1.0,4.44,0.4319363636363636
O00242,2025-05-03,2025-05-06,2025-05-14,S014,Fashion,245.14,1.0,Accra,4.0,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,North Central,Negative,8,40,True,True,0.04,3.48,1.0,3.2,0.42050909090909094
O00243,2025-04-24,2025-04-27,2025-05-01,S003,Electronics,214.71,3.0,Kano,4.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South West,Negative,4,42,True,True,0.0,3.4210526315789473,1.0,4.684210526315789,0.4133373205741626
O00244,2025-06-11,2025-06-12,2025-06-15,S008,Toys,11.64,1.0,Kano,4.0,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,North Central,Negative,3,46,True,True,0.0,3.35,1.0,4.3,0.41415909090909087
O00245,2025-06-04,2025-06-04,2025-06-08,S021,Groceries,298.66,4.0,Lagos,5.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,Ashanti,Negative,4,42,True,True,0.07142857142857142,3.5,1.0,4.428571428571429,0.4350974025974026
O00246,2025-04-16,2025-04-16,2025-04-23,S027,Electronics,219.61,1.0,Kumasi,2.0,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Pickup,South East,Positive,7,50,True,True,0.0,3.380952380952381,1.0,5.0,0.41561688311688305
O00247,2025-06-03,2025-06-05,2025-06-10,S050,Electronics,401.01,1.0,Kumasi,5.0,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,Greater Accra,Negative,5,46,True,True,0.0,4.181818181818182,1.0,4.681818181818182,0.3905061983471074
O00248,2025-04-16,2025-04-18,2025-04-19,S044,Health,443.26,4.0,Accra,2.0,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,South East,Positive,1,57,True,True,0.0,3.4134626100523793,1.0,3.9444444444444446,0.4110430913953983
O00249,2025-04-11,2025-04-15,2025-04-20,S033,Groceries,123.52,4.0,Lagos,4.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,None,Standard,Greater Accra,Positive,5,57,True,True,0.041666666666666664,3.1666666666666665,1.0,5.208333333333333,0.43733901515151513
O00250,2025-06-19,2025-06-21,2025-06-22,S050,Electronics,261.22,2.0,Kano,3.0,Very disappointed. Not what was shown online.,-0.975,No,None,Pickup,North Central,Negative,1,45,True,True,0.0,4.181818181818182,1.0,4.681818181818182,0.3905061983471074
O00251,2025-05-18,2025-05-20,2025-05-27,S024,Electronics,28.0,2.0,Kano,3.0,"Delivery was average, product as expected.",-0.125,No,None,Pickup,Volta,Negative,7,42,True,True,0.05263157894736842,3.526315789473684,1.0,4.421052631578948,0.42770334928229664
O00252,2025-05-21,2025-05-21,2025-05-29,S019,Electronics,38.34,3.0,Lagos,5.0,No review,-0.975,No,None,Express,Volta,Negative,8,9,True,True,0.045454545454545456,3.272727272727273,1.0,5.909090909090909,0.4378719008264463
O00253,2025-04-10,2025-04-12,2025-04-21,S045,Electronics,497.5,1.0,Kumasi,4.0,Very disappointed. Not what was shown online.,-0.975,No,None,Pickup,South East,Negative,9,45,True,True,0.0,3.4545454545454546,1.0,5.454545454545454,0.4149586776859504
O00254,2025-05-20,2025-05-22,2025-05-24,S039,Fashion,250.68,1.0,Unknown,3.0,Very disappointed. Not what was shown online.,-0.975,No,None,Pickup,Ashanti,Negative,2,45,True,True,0.13333333333333333,3.1333333333333333,1.0,3.3333333333333335,0.46403030303030296
O00255,2025-06-04,2025-06-04,2025-06-12,S025,Health,119.67,3.0,Kumasi,5.0,Terrible experience. Product was broken.,-0.7,No,None,Standard,Volta,Negative,8,40,True,True,0.1,3.05,1.0,5.1,0.4608863636363636
O00256,2025-05-02,2025-05-02,2025-05-09,S017,Fashion,431.46,3.0,Kumasi,3.0,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Standard,South East,Positive,7,52,True,True,0.0,3.7907251165260485,1.0,4.705882352941177,0.4023210272528816
O00257,2025-05-07,2025-05-09,2025-05-17,S029,Electronics,73.46,1.0,Accra,5.0,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Standard,Ashanti,Positive,8,57,True,True,0.0,3.2222222222222223,1.0,4.166666666666667,0.4175378787878788
O00258,2025-06-13,2025-06-13,2025-06-17,S002,Fashion,27.36,3.0,Lag,4.0,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Standard,North Central,Negative,4,45,True,True,0.0,3.6666666666666665,1.0,4.0476190476190474,0.4037987012987013
O00259,2025-05-27,2025-05-29,2025-06-02,S035,Electronics,147.88,4.0,Kumasi,1.0,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,South West,Negative,4,40,True,True,0.0,3.0869565217391304,1.0,3.260869565217391,0.4185079051383399
O00260,2025-05-10,2025-05-14,2025-05-18,S016,Toys,481.44,4.0,Kumasi,5.0,Superb service and product. Will buy again.,1.0,No,No Complaint,Express,South West,Positive,4,43,True,True,0.041666666666666664,3.0416666666666665,1.0,4.666666666666667,0.43924242424242427
O00261,2025-06-15,2025-06-19,2025-06-21,S005,Electronics,40.14,1.0,Lagos,5.0,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South West,Negative,2,36,True,True,0.037037037037037035,3.3333333333333335,1.0,5.222222222222222,0.43076599326599324
O00262,2025-04-29,2025-05-01,2025-05-01,S002,Groceries,180.43,2.0,Kano,5.0,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,South West,Negative,0,37,True,True,0.0,3.6666666666666665,1.0,4.0476190476190474,0.4037987012987013
O00263,2025-05-29,2025-06-01,2025-06-01,S030,Health,400.74,4.0,Kano,2.0,"Absolutely love this product, great value for money.",0.65,No,None,Express,Volta,Positive,0,52,True,True,0.04,3.24,1.0,4.44,0.4319363636363636
O00264,2025-05-25,2025-05-25,2025-05-29,S021,Electronics,173.66,1.0,Kumasi,4.0,Item arrived in perfect condition and works well.,1.0,No,No Complaint,Pickup,Greater Accra,Positive,4,49,True,True,0.07142857142857142,3.5,1.0,4.428571428571429,0.4350974025974026
O00265,2025-06-15,2025-06-18,2025-06-24,S038,Toys,313.12,2.0,Lagos,5.0,"Just received it, will see how it performs over time.",0.0,No,None,Pickup,North Central,Neutral,6,53,True,True,0.0,3.5,1.0,4.333333333333333,0.40977272727272723
O00266,2025-06-09,2025-06-11,2025-06-17,S005,Toys,481.04,1.0,Kumasi,1.0,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,North Central,Positive,6,57,True,True,0.037037037037037035,3.3333333333333335,1.0,5.222222222222222,0.43076599326599324
O00267,2025-04-30,2025-05-01,2025-05-04,S047,Groceries,122.03,3.0,Lagos,4.0,"Fast delivery, item exactly as described. Very satisfied!",0.420833333,No,No Complaint,Pickup,South East,Positive,3,57,True,True,0.0,3.4,1.0,3.7333333333333334,0.4107272727272727
O00268,2025-06-16,2025-06-17,2025-06-17,S050,Electronics,380.75,4.0,Lagos,4.0,Low quality. Would not recommend at all.,0.0,No,No Complaint,Standard,Greater Accra,Neutral,0,40,True,True,0.0,4.181818181818182,1.0,4.681818181818182,0.3905061983471074
O00269,2025-05-08,2025-05-11,2025-05-18,S020,Health,66.76,2.0,Kano,5.0,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,Greater Accra,Positive,7,57,True,True,0.0,3.75,1.0,4.05,0.4013068181818181
O00270,2025-06-10,2025-06-11,2025-06-19,S045,Toys,72.94,3.0,Kumasi,5.0,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,South East,Positive,8,50,True,True,0.0,3.4545454545454546,1.0,5.454545454545454,0.4149586776859504
O00271,2025-05-28,2025-06-01,2025-06-06,S026,Electronics,177.52,4.0,Kano,5.0,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,South East,Negative,5,46,True,True,0.0,3.4705882352941178,1.0,4.529411764705882,0.4113235294117647
O00272,2025-05-01,2025-05-04,2025-05-04,S027,Home & Living,347.06,2.0,Kano,4.0,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,Greater Accra,Negative,0,36,True,True,0.0,3.380952380952381,1.0,5.0,0.41561688311688305
O00273,2025-06-20,2025-06-20,2025-06-25,S025,Home & Living,357.2,2.0,Kumasi,4.0,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,Volta,Negative,5,37,True,True,0.1,3.05,1.0,5.1,0.4608863636363636
O00274,2025-04-12,2025-04-16,2025-04-19,S005,Health,32.41,2.0,Lagos,4.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South East,Negative,3,42,True,True,0.037037037037037035,3.3333333333333335,1.0,5.222222222222222,0.43076599326599324
O00275,2025-04-25,2025-04-29,2025-04-29,S034,Home & Living,301.25,4.0,Kumasi,3.0,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Express,Greater Accra,Negative,0,45,True,True,0.05,3.3,1.0,3.25,0.42957954545454546
O00276,2025-04-19,2025-04-21,2025-04-30,S049,Groceries,249.44,3.0,Kumasi,1.0,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Standard,South West,Negative,9,46,True,True,0.0,3.3666666666666667,1.0,4.733333333333333,0.4151363636363636
O00277,2025-06-13,2025-06-13,2025-06-15,S031,Home & Living,239.58,4.0,Lagos,4.0,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Pickup,South West,Negative,2,46,True,True,0.0,3.611111111111111,1.0,3.888888888888889,0.4049242424242424
O00278,2025-04-11,2025-04-15,2025-04-18,S002,Home & Living,90.18,3.0,Accra,5.0,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Pickup,South East,Negative,3,45,True,True,0.0,3.6666666666666665,1.0,4.0476190476190474,0.4037987012987013
O00279,2025-05-24,2025-05-26,2025-05-28,S028,Groceries,388.68,4.0,Accra,5.0,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Express,Greater Accra,Positive,2,57,True,True,0.0,3.4545454545454546,1.0,3.8181818181818183,0.4093801652892562
O00280,2025-05-20,2025-05-24,2025-05-28,S021,Groceries,84.02,4.0,Accra,5.0,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Standard,Ashanti,Negative,4,45,True,True,0.07142857142857142,3.5,1.0,4.428571428571429,0.4350974025974026
O00281,2025-04-15,2025-04-17,2025-04-25,S013,Toys,430.11,4.0,Kano,3.0,Fake product and horrible packaging.,-0.75,No,No Complaint,Standard,Greater Accra,Negative,8,36,True,True,0.05,3.5,1.0,5.0,0.4295454545454545
O00282,2025-06-22,2025-06-25,2025-06-30,S008,Groceries,162.86,2.0,Kano,3.0,Arrived late and the item looks used.,-0.3,No,No Complaint,Pickup,Ashanti,Negative,5,37,True,True,0.0,3.35,1.0,4.3,0.41415909090909087
O00283,2025-04-20,2025-04-20,2025-04-28,S025,Home & Living,114.42,4.0,Accra,4.0,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,South West,Positive,8,50,True,True,0.1,3.05,1.0,5.1,0.4608863636363636
O00284,2025-06-22,2025-06-24,2025-07-01,S017,Electronics,285.75,4.0,Lagos,2.0,Very disappointed. Not what was shown online.,-0.975,No,No Complaint,Pickup,South West,Negative,7,45,True,True,0.0,3.7907251165260485,1.0,4.705882352941177,0.4023210272528816
O00285,2025-04-28,2025-04-30,2025-05-01,S017,Electronics,54.67,4.0,Kumasi,4.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Standard,North Central,Negative,1,42,True,True,0.0,3.7907251165260485,1.0,4.705882352941177,0.4023210272528816
O00286,2025-05-18,2025-05-21,2025-05-25,S012,Electronics,316.85,4.0,Kumasi,5.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,Volta,Negative,4,42,True,True,0.0,2.8837421354974015,1.0,4.318181818181818,0.4282088103152432
O00287,2025-06-03,2025-06-03,2025-06-09,S042,Health,484.08,4.0,Kano,2.0,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,Volta,Negative,6,46,True,True,0.0,3.238095238095238,1.0,4.333333333333333,0.4176298701298701
O00288,2025-06-19,2025-06-19,2025-06-24,S045,Health,220.85,2.0,Unknown,4.0,Item arrived in perfect condition and works well.,1.0,No,No Complaint,Standard,Volta,Positive,5,49,True,True,0.0,3.4545454545454546,1.0,5.454545454545454,0.4149586776859504
O00289,2025-06-19,2025-06-21,2025-06-21,S024,Fashion,141.81,4.0,Kano,1.0,"Just received it, will see how it performs over time.",0.0,Yes,No Complaint,Standard,South East,Neutral,0,53,True,True,0.05263157894736842,3.526315789473684,1.0,4.421052631578948,0.42770334928229664
O00290,2025-05-17,2025-05-19,2025-05-27,S006,Electronics,202.32,2.0,Lagos,5.0,Packaging could be better but the item works fine.,0.458333333,No,No Complaint,Express,South East,Positive,8,50,True,True,0.0,3.4761904761904763,1.0,7.571428571428571,0.42152597402597397
O00291,2025-05-30,2025-06-01,2025-06-06,S031,Electronics,392.13,4.0,Lagos,4.0,Item arrived in perfect condition and works well.,1.0,No,No Complaint,Express,South East,Positive,5,49,True,True,0.0,3.611111111111111,1.0,3.888888888888889,0.4049242424242424
O00292,2025-05-05,2025-05-05,2025-05-10,S013,Toys,81.5,4.0,Lagos,4.0,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,South West,Positive,5,34,True,True,0.05,3.5,1.0,5.0,0.4295454545454545
O00293,2025-05-23,2025-05-24,2025-05-24,S025,Groceries,354.21,2.0,Kano,4.0,"Met my expectations, nothing more.",0.5,No,No Complaint,Standard,Greater Accra,Positive,0,34,True,True,0.1,3.05,1.0,5.1,0.4608863636363636
O00294,2025-05-31,2025-05-31,2025-06-03,S032,Toys,53.05,1.0,Lagos,3.0,"Absolutely love this product, great value for money.",0.65,No,No Complaint,Express,Ashanti,Positive,3,52,True,True,0.0,3.7142857142857144,1.0,3.642857142857143,0.40099025974025976
O00295,2025-06-01,2025-06-02,2025-06-11,S020,Electronics,167.83,2.0,Lagos,5.0,"It's okay, not too bad but not amazing either.",-0.166666667,No,No Complaint,Express,South East,Negative,9,46,True,True,0.0,3.75,1.0,4.05,0.4013068181818181
O00296,2025-06-01,2025-06-04,2025-06-04,S049,Toys,108.07,3.0,Kumasi,5.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Express,South West,Negative,0,42,True,True,0.0,3.3666666666666667,1.0,4.733333333333333,0.4151363636363636
O00297,2025-04-14,2025-04-14,2025-04-19,S002,Electronics,70.87,3.0,Kumas,4.0,Excellent quality and affordable price. Highly recommend.,0.58,No,No Complaint,Pickup,Greater Accra,Positive,5,57,True,True,0.0,3.6666666666666665,1.0,4.0476190476190474,0.4037987012987013
O00298,2025-04-08,2025-04-09,2025-04-16,S041,Groceries,310.34,1.0,Kano,5.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Greater Accra,Negative,7,42,True,True,0.043478260869565216,3.652173913043478,1.0,4.869565217391305,0.4222529644268775
O00299,2025-04-19,2025-04-21,2025-04-27,S005,Fashion,316.4,4.0,Lagos,4.0,Terrible experience. Product was broken.,-0.7,No,No Complaint,Pickup,North Central,Negative,6,40,True,True,0.037037037037037035,3.3333333333333335,1.0,5.222222222222222,0.43076599326599324
O00300,2025-05-28,2025-05-29,2025-06-03,S001,Health,280.97,2.0,Kano,4.0,Terrible experience. Product was broken.,-0.7,No,No Complaint,Standard,South West,Negative,5,40,True,True,0.0,3.2777777777777777,1.0,6.722222222222222,0.4245833333333333
O00301,2025-06-13,2025-06-16,2025-06-25,S020,Health,325.35,1.0,Accra,3.0,"Delivery was average, product as expected.",-0.125,No,No Complaint,Pickup,Ashanti,Negative,9,42,True,True,0.0,3.75,1.0,4.05,0.4013068181818181
O00302,2025-04-26,2025-04-29,2025-05-07,S037,Groceries,365.17,4.0,Kano,5.0,Arrived late and the item looks used.,-0.3,No,No Complaint,Standard,South West,Negative,8,37,True,True,0.0,3.8260869565217392,1.0,4.608695652173913,0.4009288537549407
O00303,2025-05-02,2025-05-05,2025-05-12,S020,Electronics,117.41,3.0,Kano,5.0,Fake product and horrible packaging.,-0.75,No,No Complaint,Express,South East,Negative,7,36,True,True,0.0,3.75,1.0,4.05,0.4013068181818181
O00304,2025-06-14,2025-06-16,2025-06-17,S005,Home & Living,222.49,4.0,Accra,1.0,Terrible experience. Product was broken.,-0.7,No,No Complaint,Express,Volta,Negative,1,40,True,True,0.037037037037037035,3.3333333333333335,1.0,5.222222222222222,0.43076599326599324
